playername,marketvaluepound,season,age,lgrank,MP,starts,min,goal,assist,sh,sot,sotp,gsh,cmp,cmpp,cmpsp,cmpmp,cmplp,crs,ground,low,high,left,right,head,off,int,block,sca,passlive,drib,gca,gcapasslive,gcadrib,tkl,tklw,press,pressp,touches,succp,targ,rec,recp,miscon,subs,fls,recov,aerialwonp
Troy Deeney,2070000,2012-2013,24,3rd,40,33,"2,993",19,9,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,52,,
Troy Deeney,4500000,2013-2014,25,13th,44,44,"3,960",24,3,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,,
Troy Deeney,7200000,2014-2015,26,2nd,42,37,"3,424",21,8,,51,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,49,,
Troy Deeney,9900000,2015-2016,27,13th,38,36,"3,291",13,7,,31,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,50,,
Troy Deeney,9900000,2016-2017,28,17th,37,31,"2,944",10,4,44,18,40.9,0.16,,,,,,16,,,,,,,,,Matches,,,,,,,,16,,,,,,,,,6,42,,
Troy Deeney,9000000,2017-2018,29,14th,29,20,"1,844",5,2,37,10,27.0,0.05,309,56.7,22.2,62.3,51.2,8,236,124,185,21,312,122,3,21,Matches,43,38,0,4,4,0,15,12,229,30.6,720,53.3,924,506,54.8,31,9,24,110,46.2
Troy Deeney,7200000,2018-2019,30,11th,32,28,"2,545",9,5,61,28,45.9,0.13,522,62.4,33.3,68.6,43.0,16,374,234,228,35,518,112,8,35,Matches,62,53,1,8,7,0,28,19,674,22.7,1158,33.3,1533,856,55.8,82,4,42,149,45.6
Troy Deeney,5850000,2019-2020,31,19th,27,26,"2,225",10,2,38,16,42.1,0.13,405,57.3,27.1,62.7,44.4,10,245,257,205,26,397,122,6,17,Matches,50,42,0,5,4,0,24,17,460,23.7,951,50.0,1368,707,51.7,64,1,37,119,37.4
Gerard Deulofeu,900000,2010-2011,16,3rd,1,0,16,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Gerard Deulofeu,1350000,2011-2012,17,8th,34,23,"1,966",9,8,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
Gerard Deulofeu,7200000,2011-2012,17,2nd,1,0,29,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,
Gerard Deulofeu,9000000,2012-2013,18,1st,1,0,27,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
Gerard Deulofeu,13500000,2012-2013,18,9th,33,28,"2,376",18,6,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Gerard Deulofeu,10800000,2013-2014,19,5th,25,9,900,3,3,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,,
Gerard Deulofeu,5400000,2014-2015,20,5th,17,10,782,1,4,,6,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,3,,
Gerard Deulofeu,8100000,2015-2016,21,11th,26,16,"1,383",2,8,,6,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,10,3,,
Gerard Deulofeu,6750000,2016-2017,22,7th,11,4,460,0,0,7,3,42.9,0.00,,,,,,37,,,,,,,,,Matches,,,,,,,,5,,,,,,,,,7,2,,
Gerard Deulofeu,10800000,2016-2017,22,6th,17,16,"1,459",4,3,37,16,43.2,0.11,,,,,,73,,,,,,,,,Matches,,,,,,,,13,,,,,,,,,1,17,,
Gerard Deulofeu,12600000,2017-2018,23,1st,10,5,502,1,1,8,4,50.0,0.13,226,77.9,25.0,82.7,64.7,16,238,18,34,17,266,5,0,3,Matches,16,11,1,1,1,0,7,4,98,28.6,356,52.9,339,282,83.2,13,5,11,35,0.0
Gerard Deulofeu,12600000,2017-2018,23,14th,7,5,435,1,0,9,4,44.4,0.11,115,70.1,28.6,74.8,71.0,15,127,17,20,10,148,4,1,6,Matches,16,10,0,1,0,0,7,5,95,22.1,224,59.1,204,154,75.5,14,2,3,38,0.0
Gerard Deulofeu,16200000,2018-2019,24,11th,30,26,"2,066",10,5,62,23,37.1,0.16,580,73.0,25.0,80.8,57.9,61,596,107,92,72,693,20,3,24,Matches,80,61,14,16,7,7,10,8,508,25.2,1075,62.0,1233,802,65.0,50,4,14,140,12.5
Gerard Deulofeu,18000000,2019-2020,25,19th,28,25,"2,098",4,5,63,22,34.9,0.05,603,73.3,35.6,82.6,60.4,91,544,151,128,66,732,9,4,20,Matches,88,51,14,7,5,1,29,21,511,26.0,1126,58.3,1107,769,69.5,53,3,27,164,16.7
Roberto Firmino,3600000,2010-2011,18,11th,11,5,471,3,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,,
Roberto Firmino,6300000,2011-2012,19,11th,30,26,"2,178",7,1,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,56,,
Roberto Firmino,5850000,2012-2013,20,16th,33,29,"2,460",5,2,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,56,,
Roberto Firmino,22500000,2013-2014,21,9th,33,33,"2,913",16,11,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61,,
Roberto Firmino,22500000,2014-2015,22,8th,33,33,"2,909",7,10,,28,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,73,,
Roberto Firmino,31500000,2015-2016,23,8th,31,24,"1,972",10,7,,25,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,29,,
Roberto Firmino,34200000,2016-2017,24,4th,35,34,"3,062",11,7,101,45,44.6,0.11,,,,,,60,,,,,,,,,Matches,,,,,,,,42,,,,,,,,,1,50,,
Roberto Firmino,72000000,2017-2018,25,4th,37,32,"2,763",15,7,81,35,43.2,0.17,861,71.6,43.0,76.0,65.5,43,911,143,149,190,885,78,4,59,Matches,117,90,12,14,11,1,57,44,704,28.8,1582,65.3,1759,1176,66.9,85,5,58,185,24.2
Roberto Firmino,72000000,2018-2019,26,2nd,34,31,"2,607",12,6,73,31,42.5,0.15,1056,81.0,34.3,85.1,75.1,9,1024,168,111,165,1046,52,6,40,Matches,98,82,7,15,11,2,33,29,733,28.6,1647,69.2,1763,1327,75.3,75,3,40,167,26.9
Roberto Firmino,64800000,2019-2020,27,1st,38,34,"2,988",9,8,100,37,37.0,0.09,931,79.5,41.6,83.1,83.2,8,874,205,92,152,927,55,3,51,Matches,94,72,15,19,14,4,37,26,694,31.1,1573,60.8,1818,1218,67.0,64,4,29,191,28.2
Kieron Freeman,45000,2011-2012,19,7th,19,18,"1,656",1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,
Kieron Freeman,68000,2011-2012,19,3rd,9,9,803,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,,
Kieron Freeman,225000,2012-2013,20,10th,19,10,835,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,,
Kieron Freeman,360000,2013-2014,21,20th,16,16,"1,440",0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,,
Kieron Freeman,360000,2013-2014,21,7th,12,10,905,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,
Kieron Freeman,360000,2013-2014,21,3rd,6,5,435,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,
Kieron Freeman,315000,2014-2015,22,21st,11,11,887,0,0,,0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,10,,
Kieron Freeman,315000,2014-2015,22,5th,19,13,"1,281",1,2,,3,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,6,11,,
Kieron Freeman,315000,2015-2016,23,6th,7,4,362,0,0,,1,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,8,,
Kieron Freeman,315000,2015-2016,23,11th,19,17,"1,576",0,1,,1,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,10,,
Kieron Freeman,360000,2016-2017,24,1st,41,39,"3,554",10,5,0,13,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,2,27,,
Kieron Freeman,675000,2017-2018,25,10th,10,10,789,1,0,7,2,28.6,0.14,,,,,,18,,,,,,,,,Matches,,,,,,,,9,,,,,,,,,0,4,,
Kieron Freeman,1350000,2018-2019,26,2nd,20,20,"1,744",2,4,9,2,22.2,0.22,,,,,,40,,,,,,,,,Matches,,,,,,,,24,,,,,,,,,0,13,,
Kieron Freeman,1080000,2019-2020,27,9th,2,0,7,0,0,0,0,,,2,100.0,,100.0,,0,1,1,0,0,2,0,0,0,Matches,0,0,0,0,0,0,0,0,2,0.0,3,,4,2,50.0,1,2,1,1,0.0
Dwight Gayle,675000,2012-2013,21,22nd,18,16,"1,418",7,2,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,
Dwight Gayle,4500000,2012-2013,21,22nd,29,28,"2,558",13,4,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,,
Dwight Gayle,2700000,2013-2014,22,11th,23,8,891,7,0,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9,,
Dwight Gayle,3600000,2014-2015,23,10th,25,11,"1,097",5,1,,10,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,14,18,,
Dwight Gayle,5400000,2015-2016,24,15th,16,8,771,3,0,,9,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,8,20,,
Dwight Gayle,9000000,2016-2017,25,1st,32,26,"2,136",23,2,0,48,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,6,26,,
Dwight Gayle,9000000,2017-2018,26,10th,35,23,"1,958",6,3,56,22,39.3,0.11,317,73.4,51.6,76.4,65.3,5,264,80,88,73,251,65,1,8,Matches,41,33,0,7,6,0,11,7,306,23.2,644,64.3,894,459,51.3,46,12,23,70,41.5
Dwight Gayle,9000000,2017-2018,26,10th,1,1,60,0,0,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Dwight Gayle,13500000,2018-2019,27,4th,39,33,"2,838",23,2,93,43,46.2,0.25,,,,,,26,,,,,,,,,Matches,,,,,,,,19,,,,,,,,,6,44,,
Dwight Gayle,8550000,2019-2020,28,13th,20,10,850,4,2,23,10,43.5,0.17,110,73.3,66.7,77.5,59.3,3,83,34,33,20,95,14,1,2,Matches,12,7,0,2,2,0,13,10,118,28.0,243,80.0,302,161,53.3,18,10,6,25,33.3
Olivier Giroud,2700000,2009-2010,22,11th,38,37,"3,319",21,6,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Olivier Giroud,4500000,2010-2011,23,14th,37,33,"2,909",12,3,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,58,,
Olivier Giroud,11700000,2011-2012,24,1st,36,36,"3,196",21,9,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,,
Olivier Giroud,14400000,2012-2013,25,4th,34,24,"2,333",11,3,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,32,,
Olivier Giroud,18000000,2013-2014,26,4th,36,36,"3,067",16,8,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,,
Olivier Giroud,21600000,2014-2015,27,3rd,27,21,"1,862",14,3,,29,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,6,38,,
Olivier Giroud,22500000,2015-2016,28,2nd,38,26,"2,429",16,6,,43,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,12,40,,
Olivier Giroud,19800000,2016-2017,29,5th,29,11,"1,206",12,3,40,20,50.0,0.30,,,,,,3,,,,,,,,,Matches,,,,,,,,9,,,,,,,,,18,21,,
Olivier Giroud,18000000,2017-2018,30,6th,16,1,388,4,1,19,6,31.6,0.21,95,70.9,68.4,71.8,66.7,3,73,30,31,76,25,21,1,4,Matches,16,13,1,0,0,0,5,3,83,28.9,182,100.0,230,140,60.9,11,15,13,15,47.6
Olivier Giroud,16200000,2017-2018,30,5th,13,6,613,3,1,29,10,34.5,0.10,142,65.1,53.6,67.6,60.0,0,122,39,57,116,41,38,0,11,Matches,21,16,1,1,1,0,4,3,138,19.6,313,40.0,339,246,72.6,28,7,6,33,76.9
Olivier Giroud,13500000,2018-2019,31,3rd,27,7,847,2,4,31,10,32.3,0.06,174,69.3,56.3,69.4,78.9,1,156,50,45,155,53,23,1,9,Matches,25,24,0,5,4,0,4,2,200,28.5,345,66.7,512,293,57.2,28,20,12,22,64.3
Olivier Giroud,6300000,2019-2020,32,4th,18,12,993,8,0,39,19,48.7,0.21,207,67.6,44.8,72.0,45.0,2,135,114,57,182,43,37,0,8,Matches,20,14,1,4,2,1,4,3,207,28.5,415,66.7,541,301,55.6,18,6,17,47,51.2
Andre Gray,23000,2009-2010,18,12th,4,0,97,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,
Andre Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Gray,23000,2011-2012,20,5th,9,9,767,5,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,,
Andre Gray,23000,2012-2013,21,7th,44,39,"3,409",17,10,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,55,,
Andre Gray,450000,2013-2014,22,1st,44,39,"3,452",30,13,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,31,,
Andre Gray,6300000,2014-2015,23,5th,45,43,"3,463",16,6,,43,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,47,,
Andre Gray,9000000,2015-2016,24,9th,2,1,126,2,1,,5,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,6,,
Andre Gray,9000000,2015-2016,24,1st,41,41,"3,379",23,8,,40,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,52,,
Andre Gray,9000000,2016-2017,25,16th,32,26,"2,259",9,3,47,19,40.4,0.15,,,,,,28,,,,,,,,,Matches,,,,,,,,4,,,,,,,,,6,17,,
Andre Gray,13500000,2017-2018,26,14th,31,16,"1,498",5,2,35,13,37.1,0.14,214,70.6,43.3,73.2,76.3,9,216,51,36,56,206,28,2,14,Matches,22,20,0,3,2,0,0,0,186,25.3,467,35.3,631,351,55.6,54,15,11,52,33.3
Andre Gray,13500000,2018-2019,27,11th,29,13,"1,366",7,2,37,15,40.5,0.19,171,67.1,36.0,73.6,51.5,8,173,50,32,56,166,18,1,8,Matches,34,25,2,6,5,1,3,3,189,22.2,415,54.5,688,325,47.2,51,16,12,49,20.4
Andre Gray,6300000,2019-2020,28,19th,23,7,755,2,0,19,6,31.6,0.11,102,65.8,31.6,72.2,61.9,5,96,41,18,33,101,8,0,6,Matches,14,11,1,1,0,0,5,5,161,26.7,239,46.2,392,181,46.2,29,16,10,38,29.8
Mason Greenwood,6300000,2018-2019,16,6th,6,6,530,3,2,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Mason Greenwood,9000000,2018-2019,16,6th,3,1,117,0,0,7,4,57.1,0.00,51,83.6,33.3,92.0,50.0,1,54,5,2,44,16,0,0,3,Matches,6,5,1,0,0,0,3,1,22,31.8,84,50.0,84,65,77.4,4,2,0,9,0.0
Mason Greenwood,28800000,2019-2020,17,3rd,31,12,"1,320",10,1,38,20,52.6,0.26,416,85.2,53.8,89.6,71.2,10,391,51,46,382,93,9,1,7,Matches,36,32,2,7,7,0,19,13,190,32.1,645,67.7,683,516,75.5,31,19,12,70,30.0
Mason Greenwood,40500000,2019-2020,17,2nd,1,1,61,1,0,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Sébastien Haller,675000,2012-2013,18,9th,17,10,819,2,2,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Sébastien Haller,1130000,2013-2014,19,16th,25,18,"1,543",4,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Sébastien Haller,1800000,2014-2015,20,9th,8,3,319,0,0,,4,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,,,
Sébastien Haller,3150000,2014-2015,20,11th,17,14,"1,299",11,5,,23,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,22,,
Sébastien Haller,6750000,2015-2016,21,5th,33,33,"2,835",17,4,,42,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,46,,
Sébastien Haller,7200000,2016-2017,22,4th,32,32,"2,850",13,5,0,35,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,0,31,,
Sébastien Haller,10800000,2017-2018,23,8th,31,26,"2,347",9,4,39,14,35.9,0.18,459,65.1,43.5,68.8,53.2,7,369,178,158,102,423,84,3,23,Matches,51,42,2,4,4,0,26,18,563,27.2,1078,52.2,1417,790,55.8,105,5,55,131,49.3
Sébastien Haller,36000000,2018-2019,24,7th,29,23,"2,182",15,9,47,22,46.8,0.26,512,64.3,51.9,68.2,46.0,7,424,201,171,103,453,92,8,26,Matches,66,50,6,13,9,1,25,17,516,24.4,1128,60.4,1431,844,59.0,79,6,42,120,54.7
Sébastien Haller,40500000,2019-2020,25,16th,32,24,"2,266",7,1,55,27,49.1,0.13,522,68.1,44.1,71.7,58.8,8,350,199,217,82,439,58,3,21,Matches,51,42,1,7,3,0,21,17,571,22.1,1062,63.2,1520,809,53.2,70,8,46,121,50.6
Javier Hernández,,2006-2007,18,4th,7,0,112,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Javier Hernández,405000,2007-2008,19,2nd,5,0,140,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Javier Hernández,1350000,2008-2009,20,5th,22,7,871,4,0,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
Javier Hernández,7200000,2009-2010,21,7th,28,27,"2,291",21,2,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,
Javier Hernández,17170000,2010-2011,22,1st,27,15,"1,492",13,1,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,23,,
Javier Hernández,16200000,2011-2012,23,2nd,28,18,"1,477",10,2,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,,
Javier Hernández,19800000,2012-2013,24,1st,22,9,952,10,3,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,,
Javier Hernández,12600000,2013-2014,25,7th,24,6,854,4,3,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6,,
Javier Hernández,9000000,2014-2015,26,2nd,23,7,872,7,4,,20,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,16,9,,
Javier Hernández,9000000,2014-2015,26,4th,1,1,45,0,0,,0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,2,,
Javier Hernández,16200000,2015-2016,27,5th,1,0,24,0,0,,1,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,0,,
Javier Hernández,22500000,2015-2016,27,3rd,28,25,"2,166",17,2,,31,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,25,,
Javier Hernández,16200000,2016-2017,28,12th,26,20,"1,813",11,2,52,26,50.0,0.21,,,,,,9,,,,,,,,,Matches,,,,,,,,4,,,,,,,,,6,28,,
Javier Hernández,13500000,2017-2018,29,13th,28,16,"1,548",8,0,31,16,51.6,0.26,277,73.1,41.9,78.8,65.8,18,217,58,104,57,261,48,3,8,Matches,38,28,4,3,0,1,8,4,243,28.0,574,46.9,688,445,64.7,42,12,15,57,41.2
Javier Hernández,10800000,2018-2019,30,10th,25,14,"1,334",7,1,34,16,47.1,0.21,239,71.8,27.8,75.4,70.1,9,217,71,45,71,226,27,3,12,Matches,17,10,2,4,2,0,3,2,186,25.3,478,73.7,647,373,57.7,32,11,9,46,23.8
Javier Hernández,8100000,2019-2020,31,16th,2,1,107,1,0,3,2,66.7,0.33,19,86.4,75.0,87.5,100.0,1,17,3,2,6,14,1,0,0,Matches,2,1,0,0,0,0,0,0,26,23.1,29,0.0,39,18,46.2,0,1,0,5,0.0
Javier Hernández,7650000,2019-2020,31,4th,9,4,448,1,0,13,6,46.2,0.08,58,73.4,37.5,78.5,66.7,4,49,16,14,13,52,8,0,1,Matches,9,7,0,0,0,0,4,4,65,32.3,142,50.0,226,97,42.9,14,5,7,17,38.9
Javier Hernández,7650000,2020,31,24th,3,3,270,1,0,5,1,20.0,0.20,45,80.4,33.3,87.8,66.7,2,29,16,11,7,41,4,0,0,Matches,6,3,1,0,0,0,1,1,37,24.3,89,25.0,115,71,61.7,8,0,1,6,45.5
George Hirst,,2016-2017,17,4th,1,0,14,0,0,0,0,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,1,1,,
George Hirst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Hirst,450000,2018-2019,19,5th,22,15,"1,285",3,4,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,,,
George Hirst,450000,2019-2020,20,5th,2,0,11,0,0,3,1,33.3,0.00,5,62.5,,62.5,,0,4,1,3,0,5,0,0,0,Matches,2,0,0,0,0,0,0,0,3,0.0,14,,14,12,85.7,1,2,0,2,80.0
George Hirst,405000,2019-2020,20,2nd,14,13,"1,151",9,1,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,,,
Callum Hudson-Odoi,,2017-2018,16,5th,2,0,29,0,0,2,1,50.0,0.00,13,81.3,100.0,81.8,75.0,2,13,1,2,6,10,0,0,1,Matches,2,1,0,0,0,0,0,0,3,66.7,22,100.0,24,22,91.7,4,2,0,0,
Callum Hudson-Odoi,,2017-2018,16,8th,10,7,740,6,1,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,,,
Callum Hudson-Odoi,31500000,2018-2019,17,6th,5,5,450,1,2,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Callum Hudson-Odoi,31500000,2018-2019,17,3rd,10,4,393,0,1,6,3,50.0,0.00,192,81.4,0.0,85.8,67.4,22,169,35,32,36,190,7,0,8,Matches,15,14,0,1,1,0,8,6,82,28.0,287,61.1,293,239,81.6,15,6,1,22,0.0
Callum Hudson-Odoi,28350000,2019-2020,18,1st,2,2,135,1,1,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Callum Hudson-Odoi,28350000,2019-2020,18,4th,22,7,863,1,5,22,4,18.2,0.05,384,80.7,30.4,87.4,70.8,63,303,76,97,57,392,16,2,7,Matches,45,35,4,6,6,0,8,5,121,24.0,623,62.3,621,494,79.5,25,15,11,60,17.6
Odion Ighalo,,2007,17,9th,7,6,449,3,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Odion Ighalo,1800000,2008,18,7th,13,5,584,6,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,
Odion Ighalo,900000,2008-2009,19,7th,6,1,125,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,
Odion Ighalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odion Ighalo,450000,2010-2011,21,15th,3,0,30,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
Odion Ighalo,720000,2010-2011,21,5th,21,8,865,4,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,
Odion Ighalo,3150000,2011-2012,22,17th,30,18,"1,635",6,1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16,,
Odion Ighalo,2700000,2012-2013,23,15th,28,19,"1,780",5,2,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,42,,
Odion Ighalo,1800000,2013-2014,24,15th,16,2,367,2,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,11,,
Odion Ighalo,3600000,2014-2015,25,2nd,35,22,"1,940",20,2,,35,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,13,17,,
Odion Ighalo,10800000,2015-2016,26,13th,37,36,"3,146",15,3,,48,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,47,,
Odion Ighalo,6300000,2016-2017,27,17th,18,14,"1,291",1,0,37,10,27.0,0.03,,,,,,6,,,,,,,,,Matches,,,,,,,,8,,,,,,,,,4,18,,
Odion Ighalo,8100000,2017,27,7th,27,27,"2,411",15,4,0,0,,,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,0,,,
Odion Ighalo,8550000,2018,28,15th,28,28,"2,422",21,1,96,55,57.3,0.15,,,,,,9,,,,,,,,,Matches,,,,,,,,2,,,,,,,,,0,38,,
Odion Ighalo,7650000,2019,29,13th,17,15,"1,291",10,0,66,25,37.9,0.09,,,,,,7,,,,,,,,,Matches,,,,,,,,6,,,,,,,,,2,12,,
Odion Ighalo,4680000,2019-2020,30,3rd,11,0,101,0,0,7,3,42.9,0.00,21,91.3,,90.5,100.0,0,18,3,2,3,19,1,0,0,Matches,5,3,2,0,0,0,2,2,23,21.7,46,57.1,56,35,62.5,2,11,1,5,0.0
Kelechi Iheanacho,,2015-2016,18,4th,26,7,766,8,1,,12,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,19,17,,
Kelechi Iheanacho,,2016-2017,19,3rd,20,5,537,4,3,22,7,31.8,0.18,,,,,,4,,,,,,,,,Matches,,,,,,,,5,,,,,,,,,15,7,,
Kelechi Iheanacho,,2017-2018,20,3rd,1,1,79,1,0,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Kelechi Iheanacho,,2017-2018,20,9th,21,7,830,3,3,31,11,35.5,0.10,187,76.6,61.5,81.1,63.0,6,178,31,35,197,25,17,3,6,Matches,27,19,3,6,4,1,7,5,181,26.5,354,50.0,395,266,67.3,25,14,17,54,33.3
Kelechi Iheanacho,,2018-2019,21,9th,30,9,941,1,3,19,6,31.6,0.05,217,75.3,36.4,80.7,59.2,6,202,49,37,219,34,20,2,7,Matches,24,20,1,7,6,0,8,6,198,22.7,387,55.0,550,308,56.0,32,21,14,51,27.3
Kelechi Iheanacho,,2019-2020,22,5th,20,12,960,5,3,34,18,52.9,0.15,217,81.0,37.5,86.7,76.5,2,209,40,19,231,23,9,0,6,Matches,39,24,8,5,3,1,6,5,193,29.0,426,65.5,583,344,59.0,43,8,24,42,9.4
Danny Ings,,2010-2011,18,6th,26,21,"1,774",7,3,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,24,,
Danny Ings,,2011-2012,19,11th,1,1,86,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,
Danny Ings,,2011-2012,19,13th,15,9,934,3,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,
Danny Ings,,2012-2013,20,11th,32,15,"1,637",3,1,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,26,,
